t,leader_x,leader_y,leader_th,v_leader,w_leader,follower_x,follower_y,follower_th,v_follower,w_follower,goal_x,goal_y,reward,reason
0.2,2.5872367768508653,5.951121507538622,-0.5285714285714285,0.5,-0.1428571428571429,1.7,6.4,-0.3000000000000007,0.0,1.0,9.14015668429045,0.9263033090691337,0.35868089697798905,
0.4,2.673041610916269,5.8997708238855955,-0.5571428571428569,0.5,-0.1428571428571429,1.7,6.4,-0.10000000000000142,0.0,1.0,9.14015668429045,0.9263033090691337,-0.3412533769802171,
0.6000000000000001,2.757344462198528,5.8459898651148,-0.5857142857142854,0.5,-0.1428571428571429,1.7,6.4,0.060926677581862876,0.0,0.8046333879093236,9.14015668429045,0.9263033090691337,-0.5409610281185228,
0.8,2.8174856493290727,5.801278851855522,-0.7285714285714278,0.375,-0.7142857142857143,1.7,6.4,0.1767938854408051,0.0,0.5793360392947142,9.14015668429045,0.9263033090691337,-0.7654133086301842,
1.0,2.870648609551399,5.74846089319995,-0.8714285714285701,0.375,-0.7142857142857143,1.7893513803592245,6.409782640369264,-0.0038545957398046227,0.45,-0.9032424059030526,9.14015668429045,0.9263033090691337,-0.7691783328749695,
1.2,2.9157502284061643,5.6886120747252145,-1.0142857142857125,0.375,-0.7142857142857143,1.8791236240772653,6.404532975770627,-0.14933852908154321,0.45,-0.7274196667086895,9.14015668429045,0.9263033090691337,-0.7597102825738946,
1.4,2.9518716290039477,5.622951725084074,-1.157142857142855,0.375,-0.7142857142857143,1.9674031924482296,6.387267721046153,-0.2661342265725235,0.45,-0.5839784874549032,9.14015668429045,0.9263033090691337,-0.7401582618453064,
1.5999999999999999,2.9782768927443644,5.5528175740380865,-1.2999999999999983,0.375,-0.7142857142857143,2.053311902140926,6.360546055077814,-0.3606050870146742,0.45,-0.47235430221075103,9.14015668429045,0.9263033090691337,-0.7122760449745217,
1.7999999999999998,2.99442805253829,5.479638498248258,-1.4428571428571415,0.375,-0.7142857142857143,2.136525423511379,6.3263179926334585,-0.43961473285125585,0.45,-0.39504822918290816,9.14015668429045,0.9263033090691337,-0.6769635123409787,
1.9999999999999998,2.999996053069112,5.404905410086245,-1.5857142857142847,0.375,-0.7142857142857143,2.2169354717352987,6.2859296719074065,-0.5085609511165732,0.45,-0.3447310913265836,9.14015668429045,0.9263033090691337,-0.6346709733106652,
2.1999999999999997,2.9974331910005265,5.304941446586182,-1.6142857142857132,0.5,-0.1428571428571429,2.2944744471596805,6.240265825577355,-0.5716749640271992,0.45,-0.31557006455312847,9.14015668429045,0.9263033090691337,-0.5652775029138642,
2.4,2.992015650255049,5.205091496596731,-1.6428571428571417,0.5,-0.1428571428571429,2.369027623435621,6.189872361211694,-0.6322619067007818,0.45,-0.3029347133679099,9.14015668429045,0.9263033090691337,-0.5608023534015734,
2.6,2.983747853014079,5.105437064736393,-1.6714285714285702,0.5,-0.1428571428571429,2.440391609307131,6.135055804403274,-0.6929005313832501,0.45,-0.303193123412347,9.14015668429045,0.9263033090691337,-0.5637145216063577,
2.8000000000000003,2.9726365480407364,5.006059496027887,-1.6999999999999986,0.5,-0.1428571428571429,2.5082558965404544,6.075963078895582,-0.755611072471261,0.45,-0.3135527054400544,9.14015668429045,0.9263033090691337,-0.573182325293215,
3.0000000000000004,2.9586908051710394,4.907039909498568,-1.728571428571427,0.5,-0.1428571428571429,2.5721092211130347,6.012562312662913,-0.8255597915086152,0.45,-0.3497435951867682,9.14015668429045,0.9263033090691337,-0.5880722778336126,
3.2000000000000006,2.941922007910463,4.808459131965328,-1.7571428571428556,0.5,-0.1428571428571429,2.6312607531939736,5.94475674895107,-0.8999547225652851,0.45,-0.37197465528335394,9.14015668429045,0.9263033090691337,-0.6070097682484407,
3.400000000000001,2.9223438441419103,4.710397632057992,-1.785714285714284,0.5,-0.1428571428571429,2.6851511927607645,5.872700402433009,-0.9764622383864126,0.45,-0.38253757910563396,9.14015668429045,0.9263033090691337,-0.6287987070576269,
3.600000000000001,2.899972294952693,4.6129354545351235,-1.8142857142857125,0.5,-0.1428571428571429,2.733370133255453,5.796731929773535,-1.0531914432664653,0.45,-0.38364602440026807,9.14015668429045,0.9263033090691337,-0.6524607630864698,
3.800000000000001,2.8748256215896326,4.516152154945802,-1.842857142857141,0.5,-0.1428571428571429,2.7756615121750667,5.717310050986033,-1.1286691473993002,0.45,-0.37738852066417267,9.14015668429045,0.9263033090691337,-0.6772344703272898,
