t,leader_x,leader_y,leader_th,v_leader,w_leader,follower_x,follower_y,follower_th,v_follower,w_follower,goal_x,goal_y,reward,reason
0.2,1.5999910716942989,6.9989286260922245,-0.02857142857142847,0.5,-0.1428571428571429,0.6897946591704918,6.995129991809203,-0.14448496060860627,0.45,-0.7224248030430325,9.04426603897828,1.0713924986957042,0.5163248588844221,
0.4,1.6999107269640408,6.995001190363829,-0.05714285714285694,0.5,-0.1428571428571429,0.778216085727554,6.978570461729804,-0.2528851569520114,0.45,-0.5420009817170245,9.04426603897828,1.0713924986957042,0.49400581024130996,
0.6000000000000001,1.799677404292328,6.988220898666701,-0.08571428571428541,0.5,-0.1428571428571429,0.8646024535960257,6.953407122962422,-0.3343790761891867,0.45,-0.4074695961858781,9.04426603897828,1.0713924986957042,0.4671652188106459,
0.8,1.8992096670337204,6.978593285556323,-0.11428571428571388,0.5,-0.1428571428571429,0.9489029648618582,6.921926341088258,-0.395763200793839,0.45,-0.3069206230232579,9.04426603897828,1.0713924986957042,0.43551167748412306,
1.0,1.998426269888607,6.966126209774072,-0.14285714285714235,0.5,-0.1428571428571429,0.9489029648618582,6.921926341088258,-0.2519878343379176,0.0,0.7188768322796063,9.04426603897828,1.0713924986957042,-0.2605498621658403,
1.2,2.097246225221388,6.950829847832361,-0.17142857142857082,0.5,-0.1428571428571429,0.9489029648618582,6.921926341088258,-0.15427206864762155,0.0,0.48857882845147865,9.04426603897828,1.0713924986957042,-0.4562352071003038,
1.4,2.195588869168333,6.932716685707844,-0.1999999999999993,0.5,-0.1428571428571429,1.0381298924636582,6.910269389336111,-0.08930156063084738,0.45,0.3248525400838742,9.04426603897828,1.0713924986957042,-0.4733899662689287,
1.5999999999999999,2.2933739274811544,6.911801508649476,-0.22857142857142776,0.5,-0.1428571428571429,1.1278914218409148,6.903830474698589,-0.042126479164352304,0.45,0.2358754073324711,9.04426603897828,1.0713924986957042,-0.48830999829331223,
1.7999999999999998,2.390521581052546,6.888101389109743,-0.25714285714285623,0.5,-0.1428571428571429,1.217846824227759,6.901112801417551,-0.010328278370224098,0.45,0.1589910039706428,9.04426603897828,1.0713924986957042,-0.5020774314598161,
1.9999999999999998,2.4869525310702087,6.861635672808917,-0.2857142857142847,0.5,-0.1428571428571429,1.3078451000161482,6.900814553014882,0.00837667062369718,0.45,0.09352474496961038,9.04426603897828,1.0713924986957042,-0.5154348144725878,
2.1999999999999997,2.5586791805771774,6.839728390410002,-0.31428571428571317,0.375,-0.1428571428571429,1.3978391766191096,6.901828720976925,0.016089009195543014,0.45,0.0385616928592289,9.04426603897828,1.0713924986957042,-0.504458237667473,
2.4,2.6297507186939706,6.815780995117097,-0.34285714285714164,0.375,-0.1428571428571429,1.487828262487136,6.9032298659958045,0.014702072967429203,0.45,-0.006934681140567721,9.04426603897828,1.0713924986957042,-0.4695393110112268,
2.6,2.7001091317851187,6.789813034494501,-0.3714285714285701,0.375,-0.1428571428571429,1.5778221428116603,6.904255732415314,0.005893337496024387,0.45,-0.04404367735702408,9.04426603897828,1.0713924986957042,-0.43481163330832306,
2.8000000000000003,2.792892940496201,6.752523262415686,-0.3999999999999986,0.5,-0.1428571428571429,1.667821370492885,6.904287748313688,-0.008873601848469193,0.45,-0.07383469672246958,9.04426603897828,1.0713924986957042,-0.42416790821114364,
3.0000000000000004,2.8616534379224556,6.722579393839708,-0.42857142857142705,0.375,-0.1428571428571429,1.7578093964905148,6.902889418533285,-0.026644835391691046,0.45,-0.08885616771610944,9.04426603897828,1.0713924986957042,-0.41486807413855376,
3.2000000000000006,2.952156119414754,6.680051439464634,-0.4571428571428555,0.5,-0.1428571428571429,1.8477549881159843,6.899802883642749,-0.047064253391939204,0.45,-0.10209709000124353,9.04426603897828,1.0713924986957042,-0.40495852329293075,
3.400000000000001,3.019094238191223,6.646229412229877,-0.485714285714284,0.375,-0.1428571428571429,1.9376141076887028,6.894801787593213,-0.06981956744022533,0.45,-0.11377657024142741,9.04426603897828,1.0713924986957042,-0.396780639369877,
3.600000000000001,3.1070203539093333,6.5986021045655745,-0.5142857142857125,0.5,-0.1428571428571429,2.027325237765252,6.887627864796317,-0.09642636460930376,0.45,-0.1330339858453893,9.04426603897828,1.0713924986957042,-0.38773841955223864,
